,end,val,accn,fy,fp,form,filed,frame,fact,start
3,2013-02-03,89000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,CapitalLeaseObligations,
5,2014-02-02,0.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,CapitalLeaseObligations,
0,2008-02-03,118950000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2007Q4I,CashAndCashEquivalentsAtCarryingValue,
4,2009-02-01,148822000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2008Q4I,CashAndCashEquivalentsAtCarryingValue,
14,2010-01-31,513943000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2009Q4I,CashAndCashEquivalentsAtCarryingValue,
29,2011-01-30,628403000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2010Q4I,CashAndCashEquivalentsAtCarryingValue,
43,2012-01-29,502757000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011Q4I,CashAndCashEquivalentsAtCarryingValue,
61,2013-02-03,424555000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2012Q4I,CashAndCashEquivalentsAtCarryingValue,
77,2014-02-02,330121000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2013Q4I,CashAndCashEquivalentsAtCarryingValue,
93,2015-02-01,222927000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2014Q4I,CashAndCashEquivalentsAtCarryingValue,
109,2016-01-31,193647000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2015Q4I,CashAndCashEquivalentsAtCarryingValue,
116,2017-01-28,213713000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2016Q4I,CashAndCashEquivalentsAtCarryingValue,
140,2018-01-28,390136000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2017Q4I,CashAndCashEquivalentsAtCarryingValue,
167,2020-02-02,432162000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,CashAndCashEquivalentsAtCarryingValue,
178,2021-01-31,1200337000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,CashAndCashEquivalentsAtCarryingValue,
189,2022-01-30,850338000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,CashAndCashEquivalentsAtCarryingValue,
0,2009-02-01,29872000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2008,CashAndCashEquivalentsPeriodIncreaseDecrease,2008-02-04
3,2010-01-31,365121000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-02-02
10,2011-01-30,114460000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-02-01
19,2012-01-29,-125646000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-01-31
30,2013-02-03,-78202000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-02-01
37,2014-02-02,-94434000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-02-04
46,2015-02-01,-107194000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-02-03
55,2016-01-31,-29280000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-02-02
64,2017-01-29,20066000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,CashAndCashEquivalentsPeriodIncreaseDecrease,2016-02-01
73,2018-01-28,176423000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,CashAndCashEquivalentsPeriodIncreaseDecrease,2017-01-29
82,2019-02-03,-51182000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018,CashAndCashEquivalentsPeriodIncreaseDecrease,2018-01-29
89,2020-02-02,93208000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019,CashAndCashEquivalentsPeriodIncreaseDecrease,2019-02-04
0,2019-02-03,338954000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2018Q4I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
5,2020-02-02,432162000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2019Q4I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
16,2021-01-31,1200337000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020Q4I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
0,2019-02-03,-51182000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,2018-01-29
3,2020-02-02,93208000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,2019-02-04
10,2021-01-31,768175000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,2020-02-03
18,2022-01-30,-349999000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,2021-02-01
24,2023-01-29,-482994000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,2022-01-31
6,2014-02-02,485000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,CashFlowHedgeDerivativeInstrumentAssetsAtFairValue,
14,2015-02-01,1015000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,CashFlowHedgeDerivativeInstrumentAssetsAtFairValue,
21,2016-01-31,866000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,CashFlowHedgeDerivativeInstrumentAssetsAtFairValue,
6,2014-02-02,0.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,
14,2015-02-01,9000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,
20,2016-01-31,115000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,
6,2014-02-02,485000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,CashFlowHedgesDerivativeInstrumentsAtFairValueNet,
14,2015-02-01,1006000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,CashFlowHedgesDerivativeInstrumentsAtFairValueNet,
22,2016-01-31,751000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,CashFlowHedgesDerivativeInstrumentsAtFairValueNet,
0,2011-01-30,12939000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4I,CashSurrenderValueOfLifeInsurance,
2,2012-01-29,12684000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,CashSurrenderValueOfLifeInsurance,
4,2013-02-03,14137000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,CashSurrenderValueOfLifeInsurance,
6,2014-02-02,16652000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,CashSurrenderValueOfLifeInsurance,
8,2015-02-01,17422000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,CashSurrenderValueOfLifeInsurance,
10,2016-01-31,17112000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015Q4I,CashSurrenderValueOfLifeInsurance,
12,2017-01-29,19000000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2016Q4I,CashSurrenderValueOfLifeInsurance,
14,2018-01-28,25550000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017Q4I,CashSurrenderValueOfLifeInsurance,
16,2019-02-03,25390000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,CashSurrenderValueOfLifeInsurance,
18,2020-02-02,31886000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,CashSurrenderValueOfLifeInsurance,
20,2021-01-31,36011000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,CashSurrenderValueOfLifeInsurance,
22,2022-01-30,46300000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,CashSurrenderValueOfLifeInsurance,
23,2023-01-29,38400000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022Q4I,CashSurrenderValueOfLifeInsurance,
6,2013-02-03,0.22,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4,CommonStockDividendsPerShareCashPaid,2012-10-29
16,2014-02-02,0.33,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4,CommonStockDividendsPerShareCashPaid,2013-11-04
37,2016-01-31,0.35,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4,CommonStockDividendsPerShareCashPaid,2015-11-02
48,2017-01-29,0.37,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016,CommonStockDividendsPerShareCashPaid,2016-02-01
59,2018-01-28,0.43,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017,CommonStockDividendsPerShareCashPaid,2017-01-30
0,2011-01-30,0.58,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,CommonStockDividendsPerShareDeclared,2010-02-01
2,2012-01-29,0.73,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,CommonStockDividendsPerShareDeclared,2011-01-31
5,2013-02-03,0.88,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,CommonStockDividendsPerShareDeclared,2012-02-01
8,2014-02-02,1.24,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,CommonStockDividendsPerShareDeclared,2013-02-04
9,2014-02-02,0.31,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4,CommonStockDividendsPerShareDeclared,2013-11-04
12,2015-02-01,1.32,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,CommonStockDividendsPerShareDeclared,2014-02-03
15,2016-01-31,1.4,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,CommonStockDividendsPerShareDeclared,2015-02-02
18,2017-01-29,1.48,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,CommonStockDividendsPerShareDeclared,2016-02-01
19,2018-01-28,1.56,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,CommonStockDividendsPerShareDeclared,2017-01-29
24,2019-02-03,1.72,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,CommonStockDividendsPerShareDeclared,2018-01-29
32,2020-02-02,1.92,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,CommonStockDividendsPerShareDeclared,2019-02-04
45,2021-01-31,2.02,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,CommonStockDividendsPerShareDeclared,2020-02-03
60,2022-01-30,2.6,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,CommonStockDividendsPerShareDeclared,2021-02-01
71,2023-01-29,3.12,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,CommonStockDividendsPerShareDeclared,2022-01-31
4,2010-01-31,0.01,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2009Q4I,CommonStockParOrStatedValuePerShare,
14,2011-01-30,0.01,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4I,CommonStockParOrStatedValuePerShare,
25,2012-01-29,0.01,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,CommonStockParOrStatedValuePerShare,
36,2013-02-03,0.01,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,CommonStockParOrStatedValuePerShare,
47,2014-02-02,0.01,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,CommonStockParOrStatedValuePerShare,
58,2015-02-01,0.01,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,CommonStockParOrStatedValuePerShare,
69,2016-01-31,0.01,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015Q4I,CommonStockParOrStatedValuePerShare,
80,2017-01-29,0.01,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2016Q4I,CommonStockParOrStatedValuePerShare,
91,2018-01-28,0.01,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017Q4I,CommonStockParOrStatedValuePerShare,
102,2019-02-03,0.01,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,CommonStockParOrStatedValuePerShare,
113,2020-02-02,0.01,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,CommonStockParOrStatedValuePerShare,
124,2021-01-31,0.01,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,CommonStockParOrStatedValuePerShare,
135,2022-01-30,0.01,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,CommonStockParOrStatedValuePerShare,
4,2010-01-31,253125000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2009Q4I,CommonStockSharesAuthorized,
14,2011-01-30,253125000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4I,CommonStockSharesAuthorized,
25,2012-01-29,253125000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,CommonStockSharesAuthorized,
36,2013-02-03,253125000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,CommonStockSharesAuthorized,
47,2014-02-02,253125000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,CommonStockSharesAuthorized,
58,2015-02-01,253125000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,CommonStockSharesAuthorized,
69,2016-01-31,253125000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015Q4I,CommonStockSharesAuthorized,
80,2017-01-29,253125000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2016Q4I,CommonStockSharesAuthorized,
91,2018-01-28,253125000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017Q4I,CommonStockSharesAuthorized,
102,2019-02-03,253125.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,CommonStockSharesAuthorized,
113,2020-02-02,253125000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,CommonStockSharesAuthorized,
124,2021-01-31,253125000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,CommonStockSharesAuthorized,
135,2022-01-30,253125000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,CommonStockSharesAuthorized,
4,2010-01-31,106962000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2009Q4I,CommonStockSharesIssued,
14,2011-01-30,104888000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4I,CommonStockSharesIssued,
25,2012-01-29,100451000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,CommonStockSharesIssued,
36,2013-02-03,97734000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,CommonStockSharesIssued,
47,2014-02-02,94049000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,CommonStockSharesIssued,
58,2015-02-01,91891000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,CommonStockSharesIssued,
69,2016-01-31,89563000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015Q4I,CommonStockSharesIssued,
80,2017-01-29,87325000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2016Q4I,CommonStockSharesIssued,
91,2018-01-28,83726000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017Q4I,CommonStockSharesIssued,
102,2019-02-03,78813.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,CommonStockSharesIssued,
113,2020-02-02,77137000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,CommonStockSharesIssued,
124,2021-01-31,76340000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,CommonStockSharesIssued,
135,2022-01-30,71982000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,CommonStockSharesIssued,
4,2010-01-31,106962000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2009Q4I,CommonStockSharesOutstanding,
14,2011-01-30,104888000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4I,CommonStockSharesOutstanding,
25,2012-01-29,100451000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,CommonStockSharesOutstanding,
36,2013-02-03,97734000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,CommonStockSharesOutstanding,
47,2014-02-02,94049000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,CommonStockSharesOutstanding,
58,2015-02-01,91891000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,CommonStockSharesOutstanding,
69,2016-01-31,89563000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015Q4I,CommonStockSharesOutstanding,
80,2017-01-29,87325000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2016Q4I,CommonStockSharesOutstanding,
91,2018-01-28,83726000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017Q4I,CommonStockSharesOutstanding,
102,2019-02-03,78813.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,CommonStockSharesOutstanding,
113,2020-02-02,77137000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,CommonStockSharesOutstanding,
124,2021-01-31,76340000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,CommonStockSharesOutstanding,
135,2022-01-30,71982000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,CommonStockSharesOutstanding,
4,2010-01-31,1070000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2009Q4I,CommonStockValue,
14,2011-01-30,1049000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4I,CommonStockValue,
25,2012-01-29,1005000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,CommonStockValue,
36,2013-02-03,977000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,CommonStockValue,
47,2014-02-02,941000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,CommonStockValue,
58,2015-02-01,919000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,CommonStockValue,
69,2016-01-31,896000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015Q4I,CommonStockValue,
80,2017-01-29,873000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2016Q4I,CommonStockValue,
91,2018-01-28,837000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017Q4I,CommonStockValue,
102,2019-02-03,789000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,CommonStockValue,
113,2020-02-02,772000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,CommonStockValue,
124,2021-01-31,764000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,CommonStockValue,
135,2022-01-30,720000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,CommonStockValue,
0,2011-01-30,202830000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,ComprehensiveIncomeNetOfTax,2010-02-01
6,2012-01-29,236531000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,ComprehensiveIncomeNetOfTax,2011-01-31
18,2013-02-03,257773000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,ComprehensiveIncomeNetOfTax,2012-02-01
31,2014-02-02,271793000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,ComprehensiveIncomeNetOfTax,2013-02-04
44,2015-02-01,299782000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,ComprehensiveIncomeNetOfTax,2014-02-03
57,2016-01-31,302000000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,ComprehensiveIncomeNetOfTax,2015-02-02
70,2017-01-29,306100000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,ComprehensiveIncomeNetOfTax,2016-02-01
81,2018-01-28,262666000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,ComprehensiveIncomeNetOfTax,2017-01-29
96,2019-02-03,329393000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,ComprehensiveIncomeNetOfTax,2018-01-29
109,2020-02-02,352548000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,ComprehensiveIncomeNetOfTax,2019-02-04
122,2021-01-31,688184000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,ComprehensiveIncomeNetOfTax,2020-02-03
134,2022-01-30,1122626000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,ComprehensiveIncomeNetOfTax,2021-02-01
143,2023-01-29,1124923000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,ComprehensiveIncomeNetOfTax,2022-01-31
3,2019-02-03,17675000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018,CumulativeEffectOnRetainedEarningsNetOfTax1,2018-01-29
9,2020-02-02,-3303000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019,CumulativeEffectOnRetainedEarningsNetOfTax1,2019-02-04
0,2010-01-31,55563000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,CurrentFederalTaxExpenseBenefit,2009-02-02
2,2011-01-30,79719000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,CurrentFederalTaxExpenseBenefit,2010-02-01
5,2012-01-29,104370000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,CurrentFederalTaxExpenseBenefit,2011-01-31
8,2013-02-03,136742000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,CurrentFederalTaxExpenseBenefit,2012-02-01
11,2014-02-02,173686000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,CurrentFederalTaxExpenseBenefit,2013-02-04
14,2015-02-01,157227000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,CurrentFederalTaxExpenseBenefit,2014-02-03
17,2016-01-31,156812000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,CurrentFederalTaxExpenseBenefit,2015-02-02
20,2017-01-29,125760000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,CurrentFederalTaxExpenseBenefit,2016-02-01
21,2018-01-28,97202000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,CurrentFederalTaxExpenseBenefit,2017-01-29
26,2019-02-03,43745000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,CurrentFederalTaxExpenseBenefit,2018-01-29
29,2020-02-02,76873000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,CurrentFederalTaxExpenseBenefit,2019-02-04
32,2021-01-31,171821000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,CurrentFederalTaxExpenseBenefit,2020-02-03
34,2022-01-30,234638000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,CurrentFederalTaxExpenseBenefit,2021-02-01
35,2023-01-29,299015000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,CurrentFederalTaxExpenseBenefit,2022-01-31
0,2010-01-31,2757000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,CurrentForeignTaxExpenseBenefit,2009-02-02
2,2011-01-30,3972000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,CurrentForeignTaxExpenseBenefit,2010-02-01
5,2012-01-29,4044000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,CurrentForeignTaxExpenseBenefit,2011-01-31
8,2013-02-03,3441000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,CurrentForeignTaxExpenseBenefit,2012-02-01
11,2014-02-02,2690000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,CurrentForeignTaxExpenseBenefit,2013-02-04
14,2015-02-01,4411000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,CurrentForeignTaxExpenseBenefit,2014-02-03
17,2016-01-31,5594000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,CurrentForeignTaxExpenseBenefit,2015-02-02
20,2017-01-29,7453000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,CurrentForeignTaxExpenseBenefit,2016-02-01
21,2018-01-28,12759000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,CurrentForeignTaxExpenseBenefit,2017-01-29
26,2019-02-03,12822000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,CurrentForeignTaxExpenseBenefit,2018-01-29
29,2020-02-02,12438000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,CurrentForeignTaxExpenseBenefit,2019-02-04
32,2021-01-31,15494000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,CurrentForeignTaxExpenseBenefit,2020-02-03
34,2022-01-30,26685000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,CurrentForeignTaxExpenseBenefit,2021-02-01
